FeatureCode,DateCode,Measurement,Units,Value,EnergyType,EnergyConsumingSector
S12000020,2006,Count,GWh,1891.271,Gas,All
S12000020,2017,Count,GWh,705.653,Gas,Industrial
S12000020,2015,Count,GWh,545.836,Petroleum Products,Road Transport
S12000020,2010,Count,GWh,0.735,Bioenergy & Wastes,Industrial
S12000020,2018,Count,GWh,449.469,Gas,Domestic
S12000020,2016,Count,GWh,6.847,Petroleum Products,Rail
S12000020,2017,Count,GWh,0,Manufactured Fuels,Industrial
S12000020,2006,Count,GWh,530.154,Gas,Domestic
S12000020,2007,Count,GWh,0.206,Coal,Commercial
S12000020,2019,Count,GWh,296.027,Electricity,Industrial & Commercial
S12000020,2008,Count,GWh,1810.163,Gas,All
S12000020,2005,Count,GWh,1912.917,All,Industrial & Commercial
S12000020,2012,Count,GWh,0,Manufactured Fuels,Industrial
S12000020,2012,Count,GWh,1834.354,Gas,All
S12000020,2010,Count,GWh,2.655,Coal,Public Sector
S12000020,2011,Count,GWh,18.556,Bioenergy & Wastes,Industrial
S12000020,2016,Count,GWh,71.688,Bioenergy & Wastes,Commercial
S12000020,2012,Count,GWh,10.919,Manufactured Fuels,Domestic
S12000020,2008,Count,GWh,5.702,Bioenergy & Wastes,Industrial
S12000020,2013,Count,GWh,322.819,Electricity,Industrial & Commercial
S12000020,2017,Count,GWh,1810.515,Gas,All
S12000020,2005,Count,GWh,50.789,Coal,Industrial
S12000020,2013,Count,GWh,1888.68,Gas,All
S12000020,2007,Count,GWh,2.279,Bioenergy & Wastes,Commercial
S12000020,2007,Count,GWh,1822.619,Gas,All
S12000020,2014,Count,GWh,1949.599,Gas,All
S12000020,2007,Count,GWh,1065.507,Petroleum Products,All
S12000020,2016,Count,GWh,35.92,Bioenergy & Wastes,Domestic
S12000020,2011,Count,GWh,0.052,Coal,Agriculture
S12000020,2016,Count,GWh,495.535,Electricity,All
S12000020,2017,Count,GWh,2137.512,All,Industrial & Commercial
S12000020,2009,Count,GWh,1574.083,Gas,All
S12000020,2009,Count,GWh,333.201,Electricity,Industrial & Commercial
S12000020,2019,Count,GWh,474.866,Electricity,All
S12000020,2012,Count,GWh,517.923,Petroleum Products,Road Transport
S12000020,2009,Count,GWh,989.731,Petroleum Products,All
S12000020,2011,Count,GWh,667.877,Gas,Industrial
S12000021,2016,Count,GWh,14.896,Bioenergy & Wastes,Road Transport
S12000021,2005,Count,GWh,3153.732,All,Industrial & Commercial
S12000021,2014,Count,GWh,5364.519,All,All
S12000021,2017,Count,GWh,8.252,Coal,All
S12000021,2005,Count,GWh,0.045,Coal,Agriculture
S12000021,2009,Count,GWh,49.548,Coal,Industrial
S12000021,2005,Count,GWh,49.359,Petroleum Products,Domestic
S12000021,2010,Count,GWh,15.412,Coal,All
S12000021,2005,Count,GWh,5.784,Coal,Domestic
S12000021,2009,Count,GWh,836.495,Petroleum Products,All
S12000021,2008,Count,GWh,0.253,Coal,Commercial
S12000021,2011,Count,GWh,118.156,Petroleum Products,Industrial
S12000021,2005,Count,GWh,910.1,Petroleum Products,All
S12000021,2008,Count,GWh,48.524,Petroleum Products,Domestic
S12000021,2007,Count,GWh,252.913,Coal,Industrial
S12000021,2011,Count,GWh,4.175,Manufactured Fuels,Domestic
S12000021,2018,Count,GWh,38.165,Petroleum Products,Domestic
S12000021,2006,Count,GWh,5.223,Coal,Domestic
S12000021,2010,Count,GWh,729.974,Gas,Industrial
S12000021,2018,Count,GWh,3385.401,All,Industrial & Commercial
S12000021,2009,Count,GWh,278.755,Bioenergy & Wastes,Commercial
S12000021,2012,Count,GWh,1759.224,Bioenergy & Wastes,All
S12000021,2017,Count,GWh,684.227,Electricity,All
S12000021,2006,Count,GWh,266.018,Coal,All
S12000021,2009,Count,GWh,0,Coal,Rail
S12000021,2005,Count,GWh,269.886,Coal,All
S12000021,2008,Count,GWh,193.298,Bioenergy & Wastes,All
S12000021,2015,Count,GWh,0.144,Coal,Public Sector
S12000021,2007,Count,GWh,1000.817,Gas,Industrial
S12000021,2016,Count,GWh,6.754,Petroleum Products,Rail
S12000021,2019,Count,GWh,428.71,Electricity,Industrial & Commercial
S12000021,2007,Count,GWh,891.792,Petroleum Products,All
S12000021,2011,Count,GWh,295.726,Bioenergy & Wastes,Commercial
S12000021,2005,Count,GWh,628.136,Electricity,Industrial & Commercial
S12000021,2015,Count,GWh,748.12,Gas,Domestic
S12000021,2017,Count,GWh,3555.222,All,Industrial & Commercial
S12000021,2013,Count,GWh,5.983,Coal,Domestic
S12000021,2014,Count,GWh,6.838,Petroleum Products,Rail
S12000021,2008,Count,GWh,864.246,Petroleum Products,All
S12000021,2014,Count,GWh,37.742,Petroleum Products,Domestic
S12000021,2011,Count,GWh,6.547,Coal,Domestic
S12000021,2013,Count,GWh,42.609,Petroleum Products,Domestic
S12000021,2012,Count,GWh,5421.274,All,All
S12000021,2012,Count,GWh,6.253,Coal,Domestic
S12000021,2007,Count,GWh,260.068,Coal,All
S12000021,2008,Count,GWh,0.025,Coal,Agriculture
S12000021,2013,Count,GWh,43.485,Petroleum Products,Agriculture
S12000021,2014,Count,GWh,43.872,Petroleum Products,Agriculture
S12000021,2010,Count,GWh,53.426,Petroleum Products,Domestic
S12000021,2008,Count,GWh,6.766,Petroleum Products,Rail
S12000021,2006,Count,GWh,259.61,Coal,Industrial
S12000021,2018,Count,GWh,6.897,Coal,All
S12000021,2006,Count,GWh,4995.629,All,All
S12000021,2008,Count,GWh,4974.98,All,All
S12000021,2014,Count,GWh,714.145,Electricity,All
S12000021,2012,Count,GWh,334.997,Bioenergy & Wastes,Commercial
S12000021,2007,Count,GWh,33.41,Bioenergy & Wastes,Commercial
S12000021,2019,Count,GWh,536.907,Petroleum Products,Road Transport
S12000021,2018,Count,GWh,581.011,All,Transport
S12000021,2013,Count,GWh,6.678,Petroleum Products,Rail
S12000021,2017,Count,GWh,736.21,Bioenergy & Wastes,Commercial
S12000021,2017,Count,GWh,6.678,Petroleum Products,Rail
S12000021,2006,Count,GWh,628.704,All,Transport
S12000021,2013,Count,GWh,5170.97,All,All
S12000021,2016,Count,GWh,48.295,Petroleum Products,Agriculture
S12000021,2008,Count,GWh,0.989,Coal,Public Sector
S12000021,2010,Count,GWh,162.051,Petroleum Products,Industrial
S12000021,2016,Count,GWh,9.099,Coal,All
S12000021,2006,Count,GWh,1379.131,All,Domestic
S12000021,2014,Count,GWh,1102.995,All,Domestic
S12000021,2007,Count,GWh,632.225,All,Transport
S12000021,2015,Count,GWh,1558.653,Bioenergy & Wastes,All
S12000021,2011,Count,GWh,600.487,All,Transport
S12000021,2017,Count,GWh,772.696,Gas,Domestic
S12000021,2019,Count,GWh,567.531,All,Transport
S12000021,2015,Count,GWh,1089.147,All,Domestic
S12000021,2008,Count,GWh,238.949,Coal,Industrial
S12000021,2015,Count,GWh,5253.104,All,All
S12000021,2013,Count,GWh,1124.033,All,Domestic
S12000021,2016,Count,GWh,38.163,Petroleum Products,Domestic
S12000021,2019,Count,GWh,0,Coal,Rail
S12000021,2019,Count,GWh,5134.401,All,All
S12000021,2011,Count,GWh,3710.645,All,Industrial & Commercial
S12000021,2009,Count,GWh,47.213,Petroleum Products,Domestic
S12000021,2014,Count,GWh,12.23,Coal,All
S12000021,2015,Count,GWh,45.702,Petroleum Products,Agriculture
S12000021,2018,Count,GWh,1088.898,All,Domestic
S12000021,2013,Count,GWh,94.226,Petroleum Products,Industrial
S12000021,2017,Count,GWh,741.784,Gas,Industrial
S12000021,2019,Count,GWh,776.741,Gas,Domestic
S12000021,2012,Count,GWh,6.765,Petroleum Products,Rail
S12000021,2008,Count,GWh,635.107,All,Transport
S12000021,2015,Count,GWh,582.544,All,Transport
S12000021,2016,Count,GWh,1083.652,All,Domestic
S12000021,2010,Count,GWh,347.827,Bioenergy & Wastes,Commercial
S12000021,2014,Count,GWh,3679.827,All,Industrial & Commercial
S12000021,2015,Count,GWh,37.782,Petroleum Products,Domestic
S12000021,2007,Count,GWh,1353.015,All,Domestic
S12000021,2018,Count,GWh,731.594,Gas,Industrial
S12000021,2008,Count,GWh,1314.136,All,Domestic
S12000021,2005,Count,GWh,29.895,Bioenergy & Wastes,Commercial
S12000021,2011,Count,GWh,0.84,Manufactured Fuels,Industrial
S12000021,2019,Count,GWh,1.235,Coal,Industrial
S12000021,2009,Count,GWh,1241.267,All,Domestic
S12000021,2017,Count,GWh,595.685,All,Transport
S12000021,2019,Count,GWh,728.758,Gas,Industrial
S12000021,2006,Count,GWh,16.27,Bioenergy & Wastes,Commercial
S12000021,2005,Count,GWh,1414.099,All,Domestic
S12000021,2006,Count,GWh,0.025,Coal,Agriculture
S12000021,2007,Count,GWh,3131.642,All,Industrial & Commercial
S12000021,2016,Count,GWh,584.956,All,Transport
S12000021,2011,Count,GWh,788.275,Petroleum Products,All
S12000021,2016,Count,GWh,563.306,Petroleum Products,Road Transport
S12000021,2013,Count,GWh,569.529,All,Transport
S12000021,2009,Count,GWh,140.553,Petroleum Products,Industrial
S12000021,2011,Count,GWh,1155.955,All,Domestic
S12000021,2015,Count,GWh,714.01,Electricity,All
S12000021,2010,Count,GWh,1222.5,All,Domestic
S12000021,2014,Count,GWh,763.613,Gas,Domestic
S12000021,2013,Count,GWh,736.848,Electricity,All
S12000021,2018,Count,GWh,611.196,Bioenergy & Wastes,Commercial
S12000021,2010,Count,GWh,5704.958,All,All
S12000021,2006,Count,GWh,52.552,Petroleum Products,Domestic
S12000021,2019,Count,GWh,6.099,Coal,All
S12000021,2015,Count,GWh,6.76,Petroleum Products,Rail
S12000021,2007,Count,GWh,45.408,Petroleum Products,Domestic
S12000021,2017,Count,GWh,1568.681,Bioenergy & Wastes,All
S12000021,2017,Count,GWh,0.186,Coal,Public Sector
S12000021,2018,Count,GWh,1413.048,Bioenergy & Wastes,All
S12000021,2008,Count,GWh,246.565,Coal,All
S12000021,2013,Count,GWh,1605.451,Bioenergy & Wastes,All
S12000021,2011,Count,GWh,5467.088,All,All
S12000021,2009,Count,GWh,57.638,Coal,All
S12000021,2018,Count,GWh,6.316,Petroleum Products,Rail
S12000021,2019,Count,GWh,0.487,Petroleum Products,Public Sector
S12000021,2014,Count,GWh,5.113,Coal,Domestic
S12000021,2009,Count,GWh,5541.328,All,All
S12000021,2018,Count,GWh,764.104,Petroleum Products,All
S12000021,2011,Count,GWh,17.635,Coal,All
S12000021,2018,Count,GWh,5055.31,All,All
S12000021,2017,Count,GWh,5250.722,All,All
S12000021,2007,Count,GWh,0.996,Coal,Public Sector
S12000021,2017,Count,GWh,36.433,Petroleum Products,Domestic
S12000021,2014,Count,GWh,112.634,Petroleum Products,Industrial
S12000021,2012,Count,GWh,575.444,All,Transport
S12000021,2014,Count,GWh,1.117,Coal,Public Sector
S12000021,2014,Count,GWh,581.697,All,Transport
S12000021,2009,Count,GWh,598.278,Petroleum Products,Road Transport
S12000021,2012,Count,GWh,3706.847,All,Industrial & Commercial
S12000021,2015,Count,GWh,560.958,Petroleum Products,Road Transport
S12000021,2017,Count,GWh,1099.815,All,Domestic
S12000021,2011,Count,GWh,1727.548,Bioenergy & Wastes,All
S12000021,2006,Count,GWh,935.466,Gas,Industrial
S12000021,2016,Count,GWh,1600.889,Bioenergy & Wastes,All
S12000021,2012,Count,GWh,0,Coal,Rail
S12000021,2005,Count,GWh,611.898,All,Transport
S12000021,2008,Count,GWh,32.829,Bioenergy & Wastes,Commercial
S12000021,2012,Count,GWh,1138.984,All,Domestic
S12000021,2006,Count,GWh,899.208,Electricity,All
S12000021,2016,Count,GWh,5292.654,All,All
S12000021,2011,Count,GWh,41.602,Petroleum Products,Domestic
S12000021,2015,Count,GWh,8.228,Coal,All
S12000021,2019,Count,GWh,662.166,Electricity,All
S12000021,2019,Count,GWh,47.861,Petroleum Products,Agriculture
S12000021,2007,Count,GWh,5.414,Bioenergy & Wastes,Road Transport
S12000021,2018,Count,GWh,0.203,Coal,Public Sector
S12000021,2014,Count,GWh,0,Coal,Agriculture
S12000021,2006,Count,GWh,1005.448,Gas,Domestic
S12000021,2012,Count,GWh,2141.563,Gas,All
S12000021,2013,Count,GWh,1.031,Manufactured Fuels,Industrial
S12000021,2018,Count,GWh,114.205,Petroleum Products,Industrial
S12000021,2018,Count,GWh,2209.358,Gas,All
S12000021,2016,Count,GWh,729.333,Bioenergy & Wastes,Commercial
S12000021,2007,Count,GWh,990.341,Gas,Domestic
S12000021,2016,Count,GWh,2247.564,Gas,All
S12000021,2017,Count,GWh,111.7,Petroleum Products,Industrial
S12000021,2016,Count,GWh,5.111,Coal,Domestic
S12000021,2019,Count,GWh,233.456,Electricity,Domestic
S12000021,2013,Count,GWh,546.39,Petroleum Products,Road Transport
S12000021,2011,Count,GWh,742.147,Gas,Industrial
S12000021,2012,Count,GWh,106.443,Petroleum Products,Industrial
S12000021,2013,Count,GWh,0.181,Petroleum Products,Public Sector
S12000021,2012,Count,GWh,0.476,Petroleum Products,Public Sector
S12000021,2014,Count,GWh,1.189,Manufactured Fuels,Industrial
S12000021,2006,Count,GWh,5.826,Manufactured Fuels,Domestic
S12000021,2006,Count,GWh,603.178,Electricity,Industrial & Commercial
S12000021,2012,Count,GWh,4.486,Manufactured Fuels,Domestic
S12000021,2017,Count,GWh,2205.087,Gas,All
S12000021,2012,Count,GWh,795.837,Gas,Domestic
S12000021,2011,Count,GWh,17.167,Bioenergy & Wastes,Road Transport
S12000021,2013,Count,GWh,367.149,Bioenergy & Wastes,Commercial
S12000021,2011,Count,GWh,5.014,Manufactured Fuels,All
S12000021,2014,Count,GWh,5.674,Manufactured Fuels,All
S12000021,2012,Count,GWh,5.424,Manufactured Fuels,All
S12000021,2007,Count,GWh,5.995,Coal,Domestic
S12000021,2009,Count,GWh,4.987,Manufactured Fuels,All
S12000021,2019,Count,GWh,4.97,Manufactured Fuels,Domestic
S12000021,2006,Count,GWh,6.438,Manufactured Fuels,All
S12000021,2005,Count,GWh,2898.731,Gas,All
S12000021,2013,Count,GWh,650.519,Gas,Industrial
S12000021,2008,Count,GWh,7.293,Manufactured Fuels,All
S12000021,2011,Count,GWh,490.094,Electricity,Industrial & Commercial
S12000021,2009,Count,GWh,2408.354,Gas,All
S12000021,2006,Count,GWh,0,Coal,Rail
S12000021,2012,Count,GWh,678.602,Gas,Industrial
S12000021,2007,Count,GWh,5.846,Manufactured Fuels,All
S12000021,2010,Count,GWh,2276.12,Gas,All
S12000021,2007,Count,GWh,2935.459,Gas,All
S12000021,2008,Count,GWh,2814.611,Gas,All
S12000021,2018,Count,GWh,0.247,Manufactured Fuels,Industrial
S12000021,2005,Count,GWh,6.736,Manufactured Fuels,All
S12000021,2013,Count,GWh,5.658,Manufactured Fuels,All
S12000021,2006,Count,GWh,2823.555,Gas,All
S12000021,2012,Count,GWh,667.123,Gas,Commercial
S12000021,2019,Count,GWh,0.17,Coal,Public Sector
S12000021,2019,Count,GWh,38.652,Petroleum Products,Domestic
S12000021,2014,Count,GWh,2255.404,Gas,All
S12000021,2015,Count,GWh,4.555,Manufactured Fuels,Domestic
S12000021,2015,Count,GWh,14.826,Bioenergy & Wastes,Road Transport
S12000021,2011,Count,GWh,2166.987,Gas,All
S12000021,2015,Count,GWh,0.456,Petroleum Products,Public Sector
S12000021,2015,Count,GWh,2193.134,Gas,All
S12000021,2017,Count,GWh,0,Coal,Rail
S12000021,2010,Count,GWh,7.548,Coal,Industrial
S12000021,2011,Count,GWh,0.008,Coal,Agriculture
S12000021,2005,Count,GWh,2.507,Petroleum Products,Commercial
S12000021,2015,Count,GWh,828.067,Bioenergy & Wastes,Commercial
S12000021,2014,Count,GWh,342.553,Bioenergy & Wastes,Commercial
S12000021,2006,Count,GWh,296.03,Electricity,Domestic
S12000021,2009,Count,GWh,0,Coal,Agriculture
S12000021,2007,Count,GWh,291.622,Electricity,Domestic
S12000021,2010,Count,GWh,0.008,Coal,Agriculture
S12000021,2010,Count,GWh,276.863,Electricity,Domestic
S12000021,2012,Count,GWh,554.143,Petroleum Products,Road Transport
S12000021,2009,Count,GWh,0.903,Manufactured Fuels,Industrial
S12000021,2008,Count,GWh,280.795,Electricity,Domestic
S12000021,2019,Count,GWh,0,Coal,Agriculture
S12000021,2006,Count,GWh,2.823,Bioenergy & Wastes,Road Transport
S12000021,2008,Count,GWh,568.172,Electricity,Industrial & Commercial
S12000021,2007,Count,GWh,546.098,Electricity,Industrial & Commercial
S12000021,2009,Count,GWh,6.791,Petroleum Products,Rail
S12000021,2006,Count,GWh,175.855,Petroleum Products,Industrial
S12000021,2007,Count,GWh,0.443,Manufactured Fuels,Industrial
S12000021,2018,Count,GWh,0.107,Coal,Commercial
S12000021,2014,Count,GWh,0.312,Petroleum Products,Public Sector
S12000021,2016,Count,GWh,766.501,Gas,Industrial
S12000021,2015,Count,GWh,119.834,Petroleum Products,Industrial
S12000021,2017,Count,GWh,14.976,Bioenergy & Wastes,Road Transport
S12000021,2015,Count,GWh,5.147,Coal,Domestic
S12000021,2016,Count,GWh,0,Coal,Rail
S12000021,2019,Count,GWh,2217.444,Gas,All
S12000021,2011,Count,GWh,576.657,Petroleum Products,Road Transport
S12000021,2018,Count,GWh,2.276,Petroleum Products,Commercial
S12000021,2013,Count,GWh,2074.07,Gas,All
S12000021,2009,Count,GWh,278.738,Electricity,Domestic
S12000021,2015,Count,GWh,5.088,Manufactured Fuels,All
S12000021,2019,Count,GWh,748.537,Petroleum Products,All
S12000021,2010,Count,GWh,18.437,Bioenergy & Wastes,Road Transport
S12000021,2016,Count,GWh,729.04,Gas,Commercial
S12000021,2007,Count,GWh,1.806,Petroleum Products,Commercial
S12000021,2005,Count,GWh,0,Coal,Rail
S12000021,2015,Count,GWh,453.612,Electricity,Industrial & Commercial
S12000021,2011,Count,GWh,613.373,Gas,Commercial
S12000021,2019,Count,GWh,5.21,Manufactured Fuels,All
S12000021,2014,Count,GWh,4.485,Manufactured Fuels,Domestic
S12000021,2019,Count,GWh,5.722,Petroleum Products,Rail
S12000021,2017,Count,GWh,438.901,Electricity,Industrial & Commercial
S12000021,2013,Count,GWh,260.695,Electricity,Domestic
S12000021,2018,Count,GWh,0.556,Petroleum Products,Public Sector
S12000021,2010,Count,GWh,6.627,Coal,Domestic
S12000021,2018,Count,GWh,420.853,Electricity,Industrial & Commercial
S12000021,2009,Count,GWh,0.691,Petroleum Products,Public Sector
S12000021,2007,Count,GWh,5.403,Manufactured Fuels,Domestic
S12000021,2009,Count,GWh,41.809,Petroleum Products,Agriculture
S12000021,2016,Count,GWh,660.905,Electricity,All
S12000021,2017,Count,GWh,4.989,Coal,Domestic
S12000021,2011,Count,GWh,42.737,Petroleum Products,Agriculture
S12000021,2015,Count,GWh,778.329,Gas,Industrial
S12000021,2009,Count,GWh,3679.108,All,Industrial & Commercial
S12000021,2013,Count,GWh,644.32,Gas,Commercial
S12000021,2012,Count,GWh,44.008,Petroleum Products,Agriculture
S12000021,2005,Count,GWh,1036.582,Gas,Domestic
S12000021,2008,Count,GWh,6.169,Manufactured Fuels,Domestic
S12000021,2007,Count,GWh,173.81,Petroleum Products,Industrial
S12000021,2016,Count,GWh,4.474,Manufactured Fuels,Domestic
S12000021,2013,Count,GWh,779.231,Gas,Domestic
S12000021,2010,Count,GWh,688.752,Gas,Commercial
S12000021,2016,Count,GWh,0.471,Petroleum Products,Public Sector
S12000021,2008,Count,GWh,1.124,Manufactured Fuels,Industrial
S12000021,2019,Count,GWh,1494.945,Bioenergy & Wastes,All
S12000021,2018,Count,GWh,5.256,Manufactured Fuels,All
S12000021,2017,Count,GWh,5.136,Manufactured Fuels,All
S12000021,2009,Count,GWh,6.346,Coal,Domestic
S12000021,2012,Count,GWh,0.008,Coal,Agriculture
S12000021,2019,Count,GWh,4.585,Coal,Domestic
S12000021,2010,Count,GWh,42.141,Petroleum Products,Agriculture
S12000021,2009,Count,GWh,18.419,Bioenergy & Wastes,Domestic
S12000021,2014,Count,GWh,18.444,Bioenergy & Wastes,Road Transport
S12000021,2019,Count,GWh,787.903,Bioenergy & Wastes,Industrial
S12000021,2010,Count,GWh,0.449,Petroleum Products,Public Sector
S12000021,2007,Count,GWh,0,Coal,Rail
S12000021,2016,Count,GWh,0.179,Manufactured Fuels,Industrial
S12000021,2009,Count,GWh,620.953,All,Transport
S12000021,2010,Count,GWh,583.916,Petroleum Products,Road Transport
S12000021,2009,Count,GWh,811.744,Electricity,All
S12000021,2008,Count,GWh,902.599,Gas,Commercial
S12000021,2010,Count,GWh,609.205,All,Transport
S12000021,2008,Count,GWh,1.385,Petroleum Products,Public Sector
S12000021,2013,Count,GWh,0,Coal,Agriculture
S12000021,2019,Count,GWh,0.108,Coal,Commercial
S12000021,2008,Count,GWh,16.907,Bioenergy & Wastes,Domestic
S12000021,2017,Count,GWh,0.493,Petroleum Products,Public Sector
S12000021,2018,Count,GWh,711.38,Gas,Commercial
S12000021,2012,Count,GWh,480.008,Electricity,Industrial & Commercial
S12000021,2015,Count,GWh,0,Coal,Rail
S12000021,2006,Count,GWh,2.018,Petroleum Products,Public Sector
S12000021,2013,Count,GWh,476.153,Electricity,Industrial & Commercial
S12000021,2005,Count,GWh,3.263,Petroleum Products,Public Sector
S12000021,2015,Count,GWh,0,Coal,Agriculture
S12000021,2006,Count,GWh,14.052,Bioenergy & Wastes,Domestic
S12000021,2010,Count,GWh,784.144,Electricity,All
S12000021,2009,Count,GWh,886.467,Gas,Domestic
S12000021,2011,Count,GWh,1.188,Petroleum Products,Public Sector
S12000021,2009,Count,GWh,1.039,Coal,Public Sector
S12000021,2010,Count,GWh,5.277,Manufactured Fuels,All
S12000021,2017,Count,GWh,47.827,Petroleum Products,Agriculture
S12000021,2010,Count,GWh,23.747,Bioenergy & Wastes,Domestic
S12000021,2006,Count,GWh,619.093,Petroleum Products,Road Transport
S12000021,2012,Count,GWh,0.938,Manufactured Fuels,Industrial
S12000021,2008,Count,GWh,848.967,Electricity,All
S12000021,2010,Count,GWh,0.834,Manufactured Fuels,Industrial
S12000021,2017,Count,GWh,690.608,Gas,Commercial
S12000021,2008,Count,GWh,0,Coal,Rail
S12000021,2007,Count,GWh,1.893,Petroleum Products,Public Sector
S12000021,2010,Count,GWh,3873.253,All,Industrial & Commercial
S12000021,2014,Count,GWh,0,Coal,Rail
S12000021,2008,Count,GWh,41.089,Petroleum Products,Agriculture
S12000021,2016,Count,GWh,412.691,Electricity,Industrial & Commercial
S12000021,2011,Count,GWh,761.629,Electricity,All
S12000021,2018,Count,GWh,5.008,Manufactured Fuels,Domestic
S12000021,2005,Count,GWh,604.089,Petroleum Products,Road Transport
S12000021,2006,Count,GWh,0.612,Manufactured Fuels,Industrial
S12000021,2014,Count,GWh,798.62,Gas,Industrial
S12000021,2010,Count,GWh,6.852,Petroleum Products,Rail
S12000021,2005,Count,GWh,6.145,Manufactured Fuels,Domestic
S12000021,2014,Count,GWh,451.443,Electricity,Industrial & Commercial
S12000021,2005,Count,GWh,0.591,Manufactured Fuels,Industrial
S12000021,2006,Count,GWh,44.307,Petroleum Products,Agriculture
S12000021,2005,Count,GWh,1.077,Bioenergy & Wastes,Road Transport
S12000021,2005,Count,GWh,46.555,Petroleum Products,Agriculture
S12000021,2013,Count,GWh,0,Coal,Rail
S12000021,2007,Count,GWh,42.065,Petroleum Products,Agriculture
S12000021,2019,Count,GWh,642.178,Bioenergy & Wastes,Commercial
S12000021,2018,Count,GWh,4.827,Coal,Domestic
S12000021,2008,Count,GWh,955.393,Gas,Domestic
S12000021,2012,Count,GWh,744.684,Electricity,All
S12000021,2014,Count,GWh,556.415,Petroleum Products,Road Transport
S12000021,2016,Count,GWh,35.667,Bioenergy & Wastes,Domestic
S12000021,2014,Count,GWh,29.34,Bioenergy & Wastes,Domestic
S12000021,2018,Count,GWh,47.658,Petroleum Products,Agriculture
S12000021,2006,Count,GWh,6.789,Petroleum Products,Rail
S12000021,2011,Count,GWh,811.467,Gas,Domestic
S12000021,2015,Count,GWh,33.145,Bioenergy & Wastes,Domestic
S12000021,2019,Count,GWh,0.24,Manufactured Fuels,Industrial
S12000021,2016,Count,GWh,4.653,Manufactured Fuels,All
S12000021,2007,Count,GWh,14.246,Bioenergy & Wastes,Domestic
S12000021,2012,Count,GWh,26.237,Bioenergy & Wastes,Domestic
S12000021,2005,Count,GWh,13.454,Bioenergy & Wastes,Domestic
S12000021,2006,Count,GWh,2987.793,All,Industrial & Commercial
S12000021,2015,Count,GWh,0.533,Manufactured Fuels,Industrial
S12000021,2010,Count,GWh,1.3,Petroleum Products,Commercial
S12000021,2018,Count,GWh,19.766,Bioenergy & Wastes,Road Transport
S12000021,2013,Count,GWh,4.627,Manufactured Fuels,Domestic
S12000021,2009,Count,GWh,4.084,Manufactured Fuels,Domestic
S12000021,2010,Count,GWh,857.394,Gas,Domestic
S12000021,2018,Count,GWh,1.76,Coal,Industrial
S12000021,2012,Count,GWh,14.536,Bioenergy & Wastes,Road Transport
S12000021,2017,Count,GWh,2.969,Coal,Industrial
S12000021,2007,Count,GWh,0.02,Coal,Agriculture
S12000021,2005,Count,GWh,6.731,Petroleum Products,Rail
S12000021,2005,Count,GWh,118.938,Bioenergy & Wastes,Industrial
S12000021,2018,Count,GWh,656.646,Electricity,All
S12000021,2013,Count,GWh,1190.954,Bioenergy & Wastes,Industrial
S12000021,2018,Count,GWh,554.928,Petroleum Products,Road Transport
S12000021,2006,Count,GWh,64.733,Bioenergy & Wastes,Industrial
S12000021,2006,Count,GWh,0.198,Coal,Commercial
S12000021,2010,Count,GWh,0.162,Coal,Commercial
S12000021,2011,Count,GWh,6.663,Petroleum Products,Rail
S12000021,2011,Count,GWh,0,Coal,Rail
S12000021,2005,Count,GWh,0.142,Coal,Commercial
S12000021,2018,Count,GWh,0,Coal,Rail
S12000021,2017,Count,GWh,574.031,Petroleum Products,Road Transport
S12000021,2017,Count,GWh,782.013,Bioenergy & Wastes,Industrial
S12000021,2018,Count,GWh,743.366,Bioenergy & Wastes,Industrial
S12000021,2009,Count,GWh,783.053,Gas,Industrial
S12000021,2005,Count,GWh,958.128,Gas,Industrial
S12000021,2019,Count,GWh,2.142,Petroleum Products,Commercial
S12000021,2010,Count,GWh,0,Coal,Rail
S12000021,2013,Count,GWh,16.461,Bioenergy & Wastes,Road Transport
S12000021,2016,Count,GWh,752.022,Gas,Domestic
S12000021,2013,Count,GWh,6.953,Coal,Industrial
S12000021,2012,Count,GWh,8.569,Coal,Industrial
S12000021,2010,Count,GWh,850.135,Petroleum Products,All
S12000021,2013,Count,GWh,734.714,Petroleum Products,All
S12000021,2007,Count,GWh,185.997,Bioenergy & Wastes,All
S12000021,2011,Count,GWh,9.739,Coal,Industrial
S12000021,2007,Count,GWh,0.144,Coal,Commercial
S12000021,2008,Count,GWh,6.349,Coal,Domestic
S12000021,2005,Count,GWh,930.912,Electricity,All
S12000021,2006,Count,GWh,902.532,Petroleum Products,All
S12000021,2012,Count,GWh,754.375,Petroleum Products,All
S12000021,2016,Count,GWh,3.645,Coal,Industrial
S12000021,2008,Count,GWh,956.62,Gas,Industrial
S12000021,2007,Count,GWh,5116.881,All,All
S12000021,2005,Count,GWh,5179.729,All,All
S12000021,2014,Count,GWh,5.8,Coal,Industrial
S12000021,2012,Count,GWh,16.004,Coal,All
S12000021,2015,Count,GWh,666.686,Gas,Commercial
S12000021,2014,Count,GWh,1617.953,Bioenergy & Wastes,All
S12000021,2006,Count,GWh,0.963,Coal,Public Sector
S12000021,2014,Count,GWh,693.171,Gas,Commercial
S12000021,2009,Count,GWh,0.705,Coal,Commercial
S12000021,2006,Count,GWh,97.877,Bioenergy & Wastes,All
S12000021,2017,Count,GWh,4.89,Manufactured Fuels,Domestic
S12000021,2013,Count,GWh,14.228,Coal,All
S12000021,2016,Count,GWh,769.544,Petroleum Products,All
